COMMAND

    echo 'The Belobog Academy has discovered a new, invasive species of algae that can double itself in one day, and in 30 days fills a whole reservoir - contaminating the water supply. How many days would it take for the algae to fill half of the reservoir?' | ./gemma --model 7b-it --compressed_weights ~/weights/gemma-7b-it-sfp/7b-it-sfp.sbs --tokenizer ~/weights/gemma-7b-it-sfp/tokenizer.spm --num_threads 1 --verbosity 0 --temperature 0

MATVEC OUTPUT TRACE

    The `gold` output matrix was produced on an avx512 machine. The
    `out` output matrix was produced on an AVX2 machine. These logs
    display the sum of absolute differences (sad) between the two output
    vectors, divided by the number of elements. Each line also displays
    the min/max value of each vector, to show the range.

[ Reading prompt ]
trace/000_004_00005.dat: sad 0.20755 [gold -1.32601 .. 2.77213] [out -1.14974 .. 1.12417]
trace/000_004_00006.dat: sad 0.735553 [gold -14.3686 .. 14.7496] [out -14.7252 .. 14.2597]
trace/000_004_00007.dat: sad 0.613875 [gold -5.44268 .. 2.70264] [out -5.85956 .. 3.41947]
trace/000_004_00008.dat: sad 0.0815535 [gold -0.335363 .. 1.65328] [out -0.298465 .. 1.21853]
trace/000_004_00009.dat: sad 0.670025 [gold -10.0665 .. 9.96772] [out -10.8766 .. 10.215]
trace/000_004_00010.dat: sad 0.527625 [gold -4.40864 .. 3.64573] [out -4.6802 .. 3.13561]
trace/000_004_00011.dat: sad 0.0856418 [gold -0.304397 .. 1.17924] [out -0.334034 .. 1.06524]
trace/000_004_00012.dat: sad 0.486054 [gold -5.92539 .. 5.842] [out -6.59776 .. 11.2659]
trace/000_004_00013.dat: sad 0.418023 [gold -3.8346 .. 3.5834] [out -4.30639 .. 2.51457]
trace/000_004_00014.dat: sad 0.0859321 [gold -0.288886 .. 0.464723] [out -0.358082 .. 0.340661]
trace/000_004_00015.dat: sad 0.413655 [gold -5.18519 .. 4.64488] [out -5.51476 .. 4.96028]
trace/000_004_00016.dat: sad 0.381212 [gold -4.15509 .. 7.67753] [out -4.48057 .. 6.26509]
trace/000_004_00017.dat: sad 0.0886177 [gold -0.320256 .. 0.326633] [out -0.440102 .. 0.38752]
trace/000_004_00018.dat: sad 0.418519 [gold -3.65845 .. 3.81081] [out -3.70472 .. 3.70796]
trace/000_004_00019.dat: sad 0.42457 [gold -4.15725 .. 2.30265] [out -3.8196 .. 6.14732]
trace/000_004_00020.dat: sad 0.0644295 [gold -0.236371 .. 0.227143] [out -0.254397 .. 0.307883]
trace/000_004_00021.dat: sad 0.476438 [gold -3.23907 .. 4.4146] [out -3.56732 .. 3.56093]
trace/000_004_00022.dat: sad 0.481391 [gold -4.29335 .. 6.65432] [out -4.84599 .. 4.27502]
trace/000_004_00023.dat: sad 0.0520553 [gold -0.226827 .. 0.217345] [out -0.218904 .. 0.189254]
trace/000_004_00024.dat: sad 0.393339 [gold -5.70864 .. 3.26914] [out -6.67104 .. 4.27199]
trace/000_004_00025.dat: sad 0.431566 [gold -3.96338 .. 2.96019] [out -3.96417 .. 3.21755]
trace/000_004_00026.dat: sad 0.0527465 [gold -0.195975 .. 0.378973] [out -0.239816 .. 0.489527]
trace/000_004_00027.dat: sad 0.339592 [gold -6.71776 .. 2.94535] [out -7.04547 .. 2.83089]
trace/000_004_00028.dat: sad 0.360406 [gold -3.60426 .. 3.90702] [out -3.85649 .. 3.78558]
trace/000_004_00029.dat: sad 0.0576954 [gold -0.261426 .. 0.929602] [out -0.226776 .. 0.389163]
trace/000_004_00030.dat: sad 0.315346 [gold -5.59922 .. 5.28103] [out -5.67945 .. 5.49196]
trace/000_004_00031.dat: sad 0.335431 [gold -4.13574 .. 5.0413] [out -4.20611 .. 5.1282]
trace/000_004_00032.dat: sad 0.0467905 [gold -0.16176 .. 0.302725] [out -0.183402 .. 0.506594]
trace/000_004_00033.dat: sad 0.301787 [gold -1.98361 .. 2.17428] [out -2.16683 .. 1.89496]
trace/000_004_00034.dat: sad 0.302864 [gold -3.68448 .. 1.98811] [out -3.9236 .. 2.1896]
trace/000_004_00035.dat: sad 0.0423735 [gold -0.169017 .. 0.163693] [out -0.161021 .. 0.19277]
trace/000_004_00036.dat: sad 0.283135 [gold -6.71666 .. 6.39726] [out -6.93156 .. 6.40642]
trace/000_004_00037.dat: sad 0.313368 [gold -4.35977 .. 2.81106] [out -4.6212 .. 2.75067]
trace/000_004_00038.dat: sad 0.0402756 [gold -0.157837 .. 0.133286] [out -0.162155 .. 0.174671]
trace/000_004_00039.dat: sad 0.284394 [gold -2.4274 .. 2.52952] [out -2.06204 .. 3.20999]
trace/000_004_00040.dat: sad 0.297118 [gold -3.20604 .. 2.27877] [out -3.57621 .. 2.18514]
trace/000_004_00041.dat: sad 0.041425 [gold -0.170221 .. 0.312781] [out -0.166122 .. 0.450431]
trace/000_004_00042.dat: sad 0.306911 [gold -2.65952 .. 2.74732] [out -2.31258 .. 2.40719]
trace/000_004_00043.dat: sad 0.310412 [gold -3.37541 .. 2.28272] [out -3.38808 .. 3.13708]
trace/000_004_00044.dat: sad 0.0469559 [gold -0.364485 .. 0.182942] [out -0.160882 .. 0.191507]
trace/000_004_00045.dat: sad 0.355036 [gold -2.14958 .. 3.23858] [out -2.24002 .. 2.65246]
trace/000_004_00046.dat: sad 0.352547 [gold -3.5336 .. 2.47066] [out -3.31936 .. 2.41036]
trace/000_004_00047.dat: sad 0.0537303 [gold -0.201528 .. 0.231006] [out -0.172274 .. 0.181424]
trace/000_004_00048.dat: sad 0.398089 [gold -2.52702 .. 2.86169] [out -2.19166 .. 2.51149]
trace/000_004_00049.dat: sad 0.389082 [gold -3.63215 .. 4.03334] [out -3.60372 .. 2.78633]
trace/000_004_00050.dat: sad 0.0631369 [gold -0.263987 .. 0.273688] [out -0.558908 .. 0.203835]
trace/000_004_00051.dat: sad 0.377394 [gold -3.7042 .. 5.64162] [out -3.47627 .. 6.3025]
trace/000_004_00052.dat: sad 0.363935 [gold -4.4217 .. 2.60248] [out -4.49888 .. 3.14107]
trace/000_004_00053.dat: sad 0.065975 [gold -0.275939 .. 0.259372] [out -0.298782 .. 0.314426]
trace/000_004_00054.dat: sad 0.399114 [gold -6.75457 .. 8.09985] [out -7.53502 .. 8.87913]
trace/000_004_00055.dat: sad 0.402272 [gold -3.71989 .. 3.45389] [out -4.28709 .. 5.00126]
trace/000_004_00056.dat: sad 0.0815224 [gold -0.539095 .. 0.299928] [out -0.341663 .. 0.375735]
trace/000_004_00057.dat: sad 0.416631 [gold -4.70936 .. 6.26805] [out -4.4458 .. 5.83123]
trace/000_004_00058.dat: sad 0.425067 [gold -4.254 .. 3.43728] [out -4.12268 .. 3.79469]
trace/000_004_00059.dat: sad 0.0996418 [gold -0.447386 .. 0.330883] [out -0.470095 .. 0.464817]
trace/000_004_00060.dat: sad 0.461003 [gold -6.74313 .. 5.11428] [out -7.25783 .. 5.41858]
trace/000_004_00061.dat: sad 0.490074 [gold -5.08924 .. 6.03699] [out -4.60726 .. 4.40023]
trace/000_004_00062.dat: sad 0.122078 [gold -0.622428 .. 0.476377] [out -0.720875 .. 0.409077]
trace/000_004_00063.dat: sad 0.544358 [gold -4.84434 .. 9.73101] [out -5.16157 .. 10.1263]
trace/000_004_00064.dat: sad 0.574798 [gold -4.70747 .. 4.33784] [out -4.69491 .. 6.40549]
trace/000_004_00065.dat: sad 0.123197 [gold -0.65975 .. 0.395673] [out -0.426578 .. 0.510331]
trace/000_004_00066.dat: sad 0.664784 [gold -7.77035 .. 4.219] [out -8.76847 .. 5.06715]
trace/000_004_00067.dat: sad 0.695753 [gold -4.95457 .. 3.81603] [out -5.81953 .. 4.45066]
trace/000_004_00068.dat: sad 0.11937 [gold -0.628911 .. 0.444148] [out -0.584364 .. 0.373199]
trace/000_004_00069.dat: sad 0.651448 [gold -4.62547 .. 9.05511] [out -5.23983 .. 7.77389]
trace/000_004_00070.dat: sad 0.667438 [gold -4.90081 .. 4.51751] [out -5.15261 .. 4.17366]
trace/000_004_00071.dat: sad 0.124161 [gold -1.57284 .. 0.674307] [out -1.45227 .. 0.522496]
trace/000_004_00072.dat: sad 0.674266 [gold -4.95366 .. 12.4263] [out -5.85054 .. 13.6819]
trace/000_004_00073.dat: sad 0.695644 [gold -5.27796 .. 4.81822] [out -7.14448 .. 5.12693]
trace/000_004_00074.dat: sad 0.125765 [gold -1.32392 .. 0.827397] [out -2.11459 .. 0.992872]
trace/000_004_00075.dat: sad 0.624036 [gold -15.2756 .. 15.5006] [out -16.2554 .. 16.8783]
trace/000_004_00076.dat: sad 0.600658 [gold -6.76423 .. 6.59306] [out -8.23279 .. 6.82273]
trace/000_004_00077.dat: sad 0.142123 [gold -3.22729 .. 1.64531] [out -3.12913 .. 1.51735]
trace/000_004_00078.dat: sad 0.529209 [gold -11.0957 .. 17.5124] [out -11.8352 .. 18.4862]
trace/000_004_00079.dat: sad 0.51888 [gold -9.0857 .. 8.57748] [out -7.37747 .. 8.07355]
trace/000_004_00080.dat: sad 0.0905811 [gold -2.28188 .. 3.77369] [out -3.66333 .. 3.6182]
trace/000_004_00081.dat: sad 0.426556 [gold -19.016 .. 20.1232] [out -16.9019 .. 21.4243]
trace/000_004_00082.dat: sad 0.426986 [gold -11.1316 .. 9.67596] [out -9.45207 .. 9.57963]
trace/000_004_00083.dat: sad 0.0566673 [gold -2.4171 .. 1.86074] [out -2.71145 .. 1.77447]
trace/000_004_00084.dat: sad 15.4507 [gold 176.124 .. 266.701] [out 162.622 .. 287.561]
 istrace/000_005_00000.dat: sad 0.582232 [gold -54.0445 .. 51.9899] [out -40.9895 .. 39.7898]
trace/000_005_00001.dat: sad 0.234357 [gold -12.1928 .. 19.941] [out -11.1804 .. 20.3511]
trace/000_005_00002.dat: sad 0.112185 [gold -4.06558 .. 3.50646] [out -2.78077 .. 2.59711]
trace/000_005_00003.dat: sad 0.147854 [gold -6.9402 .. 10.0497] [out -6.5227 .. 9.85882]
trace/000_005_00004.dat: sad 0.21803 [gold -10.075 .. 5.49412] [out -11.1109 .. 5.60669]
trace/000_005_00005.dat: sad 0.0533919 [gold -1.53173 .. 3.67414] [out -1.21914 .. 2.8285]
trace/000_005_00006.dat: sad 0.2299 [gold -12.8026 .. 13.8872] [out -13.3677 .. 14.3593]
trace/000_005_00007.dat: sad 0.292303 [gold -5.06226 .. 2.8557] [out -5.1504 .. 2.96111]
trace/000_005_00008.dat: sad 0.0517168 [gold -0.406853 .. 1.72234] [out -0.326648 .. 1.28489]
trace/000_005_00009.dat: sad 0.363652 [gold -10.2652 .. 10.868] [out -10.4954 .. 11.1156]
trace/000_005_00010.dat: sad 0.3642 [gold -4.87378 .. 3.69818] [out -5.40293 .. 3.03038]
trace/000_005_00011.dat: sad 0.0649368 [gold -0.309891 .. 1.62105] [out -0.297387 .. 1.28319]
trace/000_005_00012.dat: sad 0.363784 [gold -5.78072 .. 5.5928] [out -6.22387 .. 6.46968]
trace/000_005_00013.dat: sad 0.345246 [gold -3.69336 .. 3.25329] [out -3.53695 .. 3.48058]
trace/000_005_00014.dat: sad 0.085363 [gold -0.310618 .. 0.625214] [out -0.331205 .. 0.375854]
trace/000_005_00015.dat: sad 0.359791 [gold -5.19092 .. 4.53299] [out -5.03274 .. 4.73181]
trace/000_005_00016.dat: sad 0.350595 [gold -3.97288 .. 5.22195] [out -3.92191 .. 4.25843]
trace/000_005_00017.dat: sad 0.0698798 [gold -0.255318 .. 0.272559] [out -0.372195 .. 0.277294]
trace/000_005_00018.dat: sad 0.355832 [gold -4.04965 .. 3.97474] [out -4.04451 .. 3.94267]
trace/000_005_00019.dat: sad 0.363581 [gold -3.82641 .. 2.50359] [out -3.73154 .. 4.17845]
trace/000_005_00020.dat: sad 0.0529334 [gold -0.243941 .. 0.340732] [out -0.231026 .. 0.292111]
trace/000_005_00021.dat: sad 0.395964 [gold -3.47025 .. 4.01388] [out -3.88274 .. 3.26596]
trace/000_005_00022.dat: sad 0.406673 [gold -4.00027 .. 4.36501] [out -4.70101 .. 4.00932]
trace/000_005_00023.dat: sad 0.0508465 [gold -0.448045 .. 0.22386] [out -0.238595 .. 0.245801]
trace/000_005_00024.dat: sad 0.341406 [gold -6.00364 .. 3.54744] [out -6.43047 .. 3.05481]
trace/000_005_00025.dat: sad 0.370388 [gold -3.84379 .. 3.31375] [out -4.20164 .. 2.95005]
trace/000_005_00026.dat: sad 0.0461066 [gold -0.215773 .. 0.191432] [out -0.248917 .. 0.428406]
trace/000_005_00027.dat: sad 0.303236 [gold -6.65255 .. 4.03355] [out -6.82353 .. 2.9041]
trace/000_005_00028.dat: sad 0.325449 [gold -3.28205 .. 3.72904] [out -3.56592 .. 3.68953]
trace/000_005_00029.dat: sad 0.0575036 [gold -0.23116 .. 0.58643] [out -0.382482 .. 0.224569]
trace/000_005_00030.dat: sad 0.312333 [gold -4.90491 .. 5.17177] [out -5.48304 .. 5.01731]
trace/000_005_00031.dat: sad 0.334438 [gold -3.94904 .. 4.48613] [out -4.31629 .. 4.60577]
trace/000_005_00032.dat: sad 0.0449008 [gold -0.147219 .. 0.29377] [out -0.233962 .. 0.634997]
trace/000_005_00033.dat: sad 0.315657 [gold -2.28337 .. 2.11095] [out -2.21957 .. 2.56347]
trace/000_005_00034.dat: sad 0.317083 [gold -4.0368 .. 1.87985] [out -3.36947 .. 1.81573]
trace/000_005_00035.dat: sad 0.0439727 [gold -0.219 .. 0.157885] [out -0.152287 .. 0.225767]
trace/000_005_00036.dat: sad 0.330436 [gold -6.58582 .. 6.49904] [out -6.14695 .. 5.88708]
trace/000_005_00037.dat: sad 0.372935 [gold -4.3684 .. 2.69249] [out -3.80991 .. 2.24741]
trace/000_005_00038.dat: sad 0.0482458 [gold -0.188864 .. 0.197002] [out -0.208175 .. 0.180915]
trace/000_005_00039.dat: sad 0.330041 [gold -2.48073 .. 3.03927] [out -2.80799 .. 2.19796]
trace/000_005_00040.dat: sad 0.343117 [gold -3.5362 .. 2.79636] [out -3.43468 .. 2.18195]
trace/000_005_00041.dat: sad 0.0460296 [gold -0.172268 .. 0.193486] [out -0.186808 .. 0.368558]
trace/000_005_00042.dat: sad 0.351026 [gold -2.87629 .. 2.185] [out -2.50521 .. 2.0572]
trace/000_005_00043.dat: sad 0.356202 [gold -3.37612 .. 2.16402] [out -3.41214 .. 2.85211]
trace/000_005_00044.dat: sad 0.0513318 [gold -0.365399 .. 0.212423] [out -0.170165 .. 0.155207]
trace/000_005_00045.dat: sad 0.403151 [gold -2.64714 .. 3.21322] [out -2.52838 .. 2.21395]
trace/000_005_00046.dat: sad 0.401468 [gold -3.55227 .. 2.31979] [out -3.37538 .. 2.31962]
trace/000_005_00047.dat: sad 0.0595831 [gold -0.186166 .. 0.220585] [out -0.169901 .. 0.226811]
trace/000_005_00048.dat: sad 0.437711 [gold -2.85299 .. 3.37048] [out -2.8425 .. 2.94605]
trace/000_005_00049.dat: sad 0.425985 [gold -4.08285 .. 4.19291] [out -3.73089 .. 2.20535]
trace/000_005_00050.dat: sad 0.069917 [gold -0.248704 .. 0.539618] [out -0.255085 .. 0.335015]
trace/000_005_00051.dat: sad 0.446106 [gold -3.08843 .. 5.37593] [out -4.1371 .. 6.81861]
trace/000_005_00052.dat: sad 0.4455 [gold -3.95322 .. 2.71171] [out -3.91582 .. 2.97809]
trace/000_005_00053.dat: sad 0.079161 [gold -0.266191 .. 0.36531] [out -0.296175 .. 0.592995]
trace/000_005_00054.dat: sad 0.480274 [gold -6.379 .. 8.45903] [out -6.93346 .. 8.56929]
trace/000_005_00055.dat: sad 0.491847 [gold -4.45658 .. 3.44866] [out -4.22781 .. 3.92922]
trace/000_005_00056.dat: sad 0.0938881 [gold -0.293133 .. 0.318476] [out -0.316609 .. 0.594143]
trace/000_005_00057.dat: sad 0.51464 [gold -5.07322 .. 6.47428] [out -5.37679 .. 4.9842]
trace/000_005_00058.dat: sad 0.528658 [gold -4.78179 .. 3.6469] [out -4.26861 .. 3.90693]
trace/000_005_00059.dat: sad 0.103996 [gold -0.375983 .. 0.299431] [out -0.427266 .. 0.436506]
trace/000_005_00060.dat: sad 0.561254 [gold -7.52664 .. 4.80212] [out -8.36891 .. 5.21832]
trace/000_005_00061.dat: sad 0.574963 [gold -4.49736 .. 4.16754] [out -4.75415 .. 3.94996]
trace/000_005_00062.dat: sad 0.114318 [gold -0.458901 .. 0.35482] [out -0.459064 .. 0.403834]
trace/000_005_00063.dat: sad 0.622811 [gold -5.25638 .. 10.59] [out -4.926 .. 10.6305]
trace/000_005_00064.dat: sad 0.650777 [gold -4.96717 .. 4.10764] [out -4.90503 .. 3.93367]
trace/000_005_00065.dat: sad 0.122118 [gold -0.549844 .. 0.443066] [out -0.450147 .. 0.381079]
trace/000_005_00066.dat: sad 0.72515 [gold -8.36829 .. 4.52679] [out -6.82536 .. 5.03585]
trace/000_005_00067.dat: sad 0.754975 [gold -5.28736 .. 3.95381] [out -5.58052 .. 5.10248]
trace/000_005_00068.dat: sad 0.119651 [gold -0.918833 .. 0.34787] [out -0.759617 .. 0.412404]
trace/000_005_00069.dat: sad 0.714467 [gold -4.73916 .. 8.11516] [out -4.80611 .. 8.13655]
trace/000_005_00070.dat: sad 0.729778 [gold -5.19947 .. 4.91288] [out -5.2712 .. 4.78677]
trace/000_005_00071.dat: sad 0.160673 [gold -2.04054 .. 0.598283] [out -1.59922 .. 0.617624]
trace/000_005_00072.dat: sad 0.738026 [gold -4.66308 .. 13.0193] [out -5.7073 .. 11.4742]
trace/000_005_00073.dat: sad 0.754442 [gold -5.56359 .. 4.56625] [out -6.68413 .. 4.73871]
trace/000_005_00074.dat: sad 0.134799 [gold -0.906514 .. 0.668713] [out -1.54945 .. 0.743125]
trace/000_005_00075.dat: sad 0.693463 [gold -13.7604 .. 14.6424] [out -13.6372 .. 14.9847]
trace/000_005_00076.dat: sad 0.672044 [gold -5.60526 .. 6.76285] [out -6.68579 .. 6.17674]
trace/000_005_00077.dat: sad 0.161362 [gold -2.72518 .. 1.66015] [out -3.54107 .. 1.67729]
trace/000_005_00078.dat: sad 0.622469 [gold -10.8893 .. 19.9245] [out -12.222 .. 17.8115]
trace/000_005_00079.dat: sad 0.593716 [gold -6.97312 .. 8.7055] [out -10.037 .. 8.20871]
trace/000_005_00080.dat: sad 0.107747 [gold -2.31258 .. 3.1461] [out -2.65816 .. 2.50935]
trace/000_005_00081.dat: sad 0.551738 [gold -20.178 .. 20.6322] [out -15.0776 .. 21.7761]
trace/000_005_00082.dat: sad 0.551297 [gold -11.1977 .. 10.117] [out -9.27013 .. 9.70395]
trace/000_005_00083.dat: sad 0.0769568 [gold -2.40056 .. 1.97602] [out -2.51983 .. 1.6004]
trace/000_005_00084.dat: sad 2.75409 [gold 178.055 .. 270.541] [out 144.301 .. 273.407]
 trace/000_006_00000.dat: sad 1.51932 [gold -41.4173 .. 40.404] [out -31.0077 .. 29.9267]
trace/000_006_00001.dat: sad 0.568468 [gold -9.45582 .. 16.678] [out -12.8068 .. 12.5735]
trace/000_006_00002.dat: sad 0.45815 [gold -3.91093 .. 4.33221] [out -4.37765 .. 3.93876]
trace/000_006_00003.dat: sad 0.529399 [gold -6.70696 .. 9.58053] [out -6.68363 .. 10.3004]
trace/000_006_00004.dat: sad 0.550861 [gold -9.40385 .. 5.6259] [out -5.13901 .. 5.1494]
trace/000_006_00005.dat: sad 0.221835 [gold -0.895469 .. 2.78844] [out -1.10448 .. 1.74018]
trace/000_006_00006.dat: sad 0.623085 [gold -15.8956 .. 14.8031] [out -14.6658 .. 14.2463]
trace/000_006_00007.dat: sad 0.586781 [gold -6.08338 .. 3.84369] [out -5.07467 .. 4.9206]
trace/000_006_00008.dat: sad 0.0973925 [gold -0.381348 .. 1.7481] [out -0.949541 .. 1.33746]
trace/000_006_00009.dat: sad 0.635225 [gold -11.2788 .. 11.5999] [out -10.5894 .. 11.5565]
trace/000_006_00010.dat: sad 0.549199 [gold -4.64068 .. 4.58878] [out -4.7761 .. 3.69636]
trace/000_006_00011.dat: sad 0.103055 [gold -0.417422 .. 1.15313] [out -0.563684 .. 1.36058]
trace/000_006_00012.dat: sad 0.520904 [gold -6.21931 .. 11.6233] [out -7.06092 .. 6.62495]
trace/000_006_00013.dat: sad 0.492697 [gold -4.51635 .. 3.37468] [out -4.09429 .. 2.56235]
trace/000_006_00014.dat: sad 0.102269 [gold -0.416556 .. 0.463474] [out -0.397308 .. 0.962557]
trace/000_006_00015.dat: sad 0.475745 [gold -4.86905 .. 5.35979] [out -4.97592 .. 4.94039]
trace/000_006_00016.dat: sad 0.478606 [gold -4.21622 .. 6.00234] [out -3.95118 .. 2.67699]
trace/000_006_00017.dat: sad 0.0911526 [gold -0.437268 .. 0.357308] [out -0.480576 .. 0.659711]
trace/000_006_00018.dat: sad 0.479071 [gold -3.78899 .. 4.22685] [out -3.694 .. 4.40148]
trace/000_006_00019.dat: sad 0.521329 [gold -3.94322 .. 6.52667] [out -4.00559 .. 3.61974]
trace/000_006_00020.dat: sad 0.0737964 [gold -0.252407 .. 0.288652] [out -0.491222 .. 0.844392]
trace/000_006_00021.dat: sad 0.551228 [gold -3.49498 .. 4.40399] [out -6.29312 .. 3.95441]
trace/000_006_00022.dat: sad 0.603568 [gold -4.68942 .. 5.50702] [out -4.76511 .. 5.17327]
trace/000_006_00023.dat: sad 0.0718783 [gold -0.23437 .. 0.257046] [out -0.335451 .. 0.225124]
trace/000_006_00024.dat: sad 0.500468 [gold -5.97879 .. 3.38812] [out -6.63407 .. 3.53634]
trace/000_006_00025.dat: sad 0.57994 [gold -4.08781 .. 3.52505] [out -4.94673 .. 3.5053]
trace/000_006_00026.dat: sad 0.0743682 [gold -0.291374 .. 0.2537] [out -0.244955 .. 0.333698]
trace/000_006_00027.dat: sad 0.428226 [gold -7.17235 .. 3.38182] [out -7.53646 .. 3.20474]
trace/000_006_00028.dat: sad 0.480125 [gold -3.55188 .. 3.95917] [out -3.61895 .. 4.20384]
trace/000_006_00029.dat: sad 0.0779586 [gold -0.307285 .. 0.47068] [out -0.241192 .. 0.386525]
trace/000_006_00030.dat: sad 0.430643 [gold -5.93546 .. 5.40079] [out -6.74742 .. 5.5156]
trace/000_006_00031.dat: sad 0.481598 [gold -4.32754 .. 4.88383] [out -3.96923 .. 5.4676]
trace/000_006_00032.dat: sad 0.0572433 [gold -0.210253 .. 0.23029] [out -0.185326 .. 0.723315]
trace/000_006_00033.dat: sad 0.428184 [gold -2.75456 .. 2.2353] [out -2.76644 .. 2.22226]
trace/000_006_00034.dat: sad 0.449757 [gold -3.93967 .. 2.06566] [out -3.26718 .. 2.17937]
trace/000_006_00035.dat: sad 0.0571008 [gold -0.217886 .. 0.195955] [out -0.162706 .. 0.577157]
trace/000_006_00036.dat: sad 0.476333 [gold -7.14245 .. 7.18031] [out -7.3585 .. 6.95144]
trace/000_006_00037.dat: sad 0.555378 [gold -4.23869 .. 3.36809] [out -4.28298 .. 3.6654]
trace/000_006_00038.dat: sad 0.0593418 [gold -0.19437 .. 0.255997] [out -0.232588 .. 0.235352]
trace/000_006_00039.dat: sad 0.443405 [gold -2.33547 .. 3.24471] [out -2.30007 .. 3.44916]
trace/000_006_00040.dat: sad 0.475211 [gold -3.9882 .. 2.55166] [out -4.01319 .. 2.72855]
trace/000_006_00041.dat: sad 0.0578602 [gold -0.21864 .. 0.197466] [out -0.198916 .. 0.417977]
trace/000_006_00042.dat: sad 0.457478 [gold -2.54243 .. 2.1201] [out -3.02386 .. 2.06506]
trace/000_006_00043.dat: sad 0.483685 [gold -3.23877 .. 2.72173] [out -3.16808 .. 1.82527]
trace/000_006_00044.dat: sad 0.0611983 [gold -0.230513 .. 0.230911] [out -0.172526 .. 0.388898]
trace/000_006_00045.dat: sad 0.495416 [gold -2.47493 .. 3.55677] [out -2.63931 .. 2.52304]
trace/000_006_00046.dat: sad 0.519983 [gold -3.9711 .. 2.54514] [out -3.20713 .. 2.58949]
trace/000_006_00047.dat: sad 0.0708278 [gold -0.250552 .. 0.26434] [out -0.236267 .. 0.237163]
trace/000_006_00048.dat: sad 0.535257 [gold -2.62825 .. 3.68699] [out -2.78501 .. 3.49417]
trace/000_006_00049.dat: sad 0.539676 [gold -3.39622 .. 4.20646] [out -3.70416 .. 2.92875]
trace/000_006_00050.dat: sad 0.0857548 [gold -0.285736 .. 0.273525] [out -0.350914 .. 0.266726]
trace/000_006_00051.dat: sad 0.535417 [gold -3.48646 .. 5.95168] [out -4.70197 .. 7.27422]
trace/000_006_00052.dat: sad 0.549474 [gold -4.0421 .. 2.84204] [out -4.61118 .. 2.67752]
trace/000_006_00053.dat: sad 0.0906695 [gold -0.266828 .. 0.337538] [out -0.375836 .. 0.665885]
trace/000_006_00054.dat: sad 0.566757 [gold -6.73169 .. 8.48508] [out -8.31464 .. 9.6801]
trace/000_006_00055.dat: sad 0.606528 [gold -4.4429 .. 3.44297] [out -4.2923 .. 4.0898]
trace/000_006_00056.dat: sad 0.106881 [gold -0.861593 .. 0.352409] [out -0.370218 .. 0.79336]
trace/000_006_00057.dat: sad 0.598819 [gold -5.39611 .. 6.8278] [out -6.39743 .. 5.67868]
trace/000_006_00058.dat: sad 0.632856 [gold -3.97832 .. 3.49067] [out -4.44886 .. 4.34785]
trace/000_006_00059.dat: sad 0.115523 [gold -0.552346 .. 0.390192] [out -0.38497 .. 0.953406]
trace/000_006_00060.dat: sad 0.653823 [gold -7.47113 .. 5.00599] [out -8.6505 .. 5.31678]
trace/000_006_00061.dat: sad 0.701849 [gold -4.18244 .. 5.75883] [out -4.69651 .. 3.58525]
trace/000_006_00062.dat: sad 0.128665 [gold -0.40915 .. 0.470577] [out -0.429586 .. 0.398016]
trace/000_006_00063.dat: sad 0.722539 [gold -5.25824 .. 10.7457] [out -5.1758 .. 11.191]
trace/000_006_00064.dat: sad 0.776334 [gold -5.22692 .. 3.58988] [out -4.71254 .. 5.31448]
trace/000_006_00065.dat: sad 0.132774 [gold -0.426835 .. 0.407551] [out -0.483034 .. 0.434348]
trace/000_006_00066.dat: sad 0.828494 [gold -8.55155 .. 5.04638] [out -7.38137 .. 6.52044]
trace/000_006_00067.dat: sad 0.869374 [gold -5.73492 .. 3.76291] [out -5.39681 .. 6.1643]
trace/000_006_00068.dat: sad 0.152339 [gold -0.831093 .. 0.373588] [out -0.59907 .. 0.559346]
trace/000_006_00069.dat: sad 0.815886 [gold -5.14158 .. 8.66947] [out -5.98629 .. 11.6955]
trace/000_006_00070.dat: sad 0.833659 [gold -5.48644 .. 5.00403] [out -5.1675 .. 8.54326]
trace/000_006_00071.dat: sad 0.231512 [gold -1.3731 .. 0.46084] [out -1.28793 .. 1.10343]
trace/000_006_00072.dat: sad 0.861306 [gold -4.93009 .. 12.4188] [out -5.03601 .. 13.8389]
trace/000_006_00073.dat: sad 0.883522 [gold -6.63653 .. 5.2351] [out -6.83886 .. 5.21856]
trace/000_006_00074.dat: sad 0.166634 [gold -1.5937 .. 0.741932] [out -0.660564 .. 0.815452]
trace/000_006_00075.dat: sad 0.823015 [gold -14.6029 .. 15.528] [out -13.8529 .. 14.8048]
trace/000_006_00076.dat: sad 0.816364 [gold -7.70335 .. 6.64453] [out -7.14363 .. 5.62395]
trace/000_006_00077.dat: sad 0.217952 [gold -2.76978 .. 1.57951] [out -1.27689 .. 1.352]
trace/000_006_00078.dat: sad 0.82202 [gold -10.8173 .. 18.863] [out -16.4331 .. 15.9054]
trace/000_006_00079.dat: sad 0.8022 [gold -9.01035 .. 7.8817] [out -12.4762 .. 9.98195]
